0,1,2,3,4
온작품 읽기와 그림을 활용한 깊이 있는 수업,15시간,2018.12.27,5점,"올해로 교직생활 10년차 이지만 아직도 독서지도하면 막막하기만 했던 저에게 '한 학기 한 권 책읽기'는 너무나 큰 부담으로 다가왔습니다. 내년부터는 5~6학년에서도 한 학기 한 권 책읽기를 해야 한다는데... 솔직히 겁도 나고 어떻게 지도해야 할지 생각만 해도 머리가 아팠죠. 15차시 1학점의 관련 강의가 t셀파에 있음을 보고 고민하다 도움이 조금은 되겠지 하는 단순한 마음으로 수강했는데.. 웬걸.. 첫 강의부터 마지막 15차시 강의까지 너무나 알차서 한 순간도 빼놓지 않고 봤고 이건 나도 할 수 있겠다 싶은 마음이 들었습니다.(솔직히 지금까지 처음부터 끝까지 듣고 복습까지 한 인터넷 강의는 교직생활 처음입니다. 진짜ㅎㅎ) 특히, 요즘 핫하다는 비주얼씽킹을 활용하여 독서지도를 좀 더 쉽고, 깊이있게 다룰 수 있는 실제 현장 수업 사례들을 풍부하게 제공해서 대단히 만족스러웠습니다.
온작품 읽기 강의를 통해 첫째, 책을 중심으로 다양한 교과와 인성 및 생활, 진로지도까지 연계하여 프로젝트 수업을 할 수 있는 구체적인 방법을 제시해 주어서 좋았습니다. 둘째, 1~6학년까지 수업에 활용할 수 있는 도서와 독서 전-중-후 지도 방법과 팁까지 제공해주어서 좋았습니다. 셋째, 독서 및 한 학기 책 한 권 읽기 지도에 대한 자신감, 좋은 도서를 소개해 주어서 책 선정에 대한 고민을 없애주고, 없던 독서의욕까지 불러 일으켜 주었습니다. 특히, 강의를 보면서 수업에 대한 창의적인 아이디어까지 샘솟게 해주어서 좋았습니다. 저는 사비로 강의에서 소개해준 아홉살 마음 사전과 아홉살 함께 사전을 구입했어요. 이번 겨울방학에 수업(프로젝트 수업)을 계획하고 내년에 바로 프로젝트를 수행하려고 합니다.^^
강의를 다 수강하고 15차시가 너무 짧다는 생각이 드네요. 30차시였어도 좋았을 뻔 했습니다. 후속 강의 개설해주시길 적극 건의드립니다. 온작품 읽기, 비주얼씽킹까지 기본기를 다지고 싶다면, 저처럼 독서지도가 막막하다면 강의를 수강하시길 적극 추천합니다."
수업을 살리는 놀이 레시피,30시간,2018.12.24,4점,"초등 현장에서 바로 적용 가능한 놀이로 구성된 유익한 연수였습니다.
놀이 레시피에 따른 수업영상도 제공되어 이해가 쉬워 더욱 좋았습니다^^"
"강신주가 전하는 철학자들의 대화, 철학 vs 철학",30시간,2018.12.22,5점,"어렵게만 느껴졌던 철학이 아주 흥미롭고 재미있게 다가온 연수였습니다.
(소소하게 웃으면서 들었습니다.)

이 연수의 특징은 강신주 선생님의 관점과 시선을 가미하며 철학자들의 사상을 강의해 주시는 점입니다.
(어떤 부분은 공감하면서, 또 어떤 부분은 아주 약간 공감하지 못하면서 들었습니다.)

강신주 선생님의 예리한 관찰력과 예민한 감수성으로 다양한 예시를 들어서 이해하기 쉽게 그리고 유머러스하게 설명해주시는 점이 돋보였습니다.

무엇보다 강의를 들으면서 제가 살아온 삶의 에피소드를 떠올리면서 제 삶을 다시 돌아본 계기가 된 것 같습니다. (특히 사랑 주제)

추천합니다!"
나만의 여행책 만들기,30시간,2018.12.19,5점,"여행 다니는 것도 좋아하고 사진 찍는 것도 좋아하는데
연수 듣고 나니 어떻게 계획을 세우고 사진을 찍는게 좋은지 알게 되었네요.
여행다니면서 찍은 사진은 수업시간에 활용하기도 하는데
좋은 사진을 수업에 활용할 수 있을 것 같아요.
그리고 아이들 사진도 훨씬 더 이쁘게 찍어 줄 수 있겠어요^^"
교사를 위한 교실 밖 여행인문학,15시간,2018.12.19,4점,"요즘 맛집 찾아 돌아다니는 식도락가가 아니면 대화에 끼기 어려운 세상이 되었다. 그런데 이 연수를 통해 지역 특색의 명물을 찬찬히 공부하다보니 우리 식탁엔 외국 음식이나 화려한 디저트로 도배가 되어 있다는 자각과 함께 우리 고유의 전통음식에 대해 무지했던 것에 대한 반성으로 내 자신이 매우 부끄러웠다.
군더더기 없이 중요한 정보를 짚어주시고, 평가를 통해 잘 모르는 지명이나 설명을 명확하게 할 수 있어서 좋았다. 다만 강사님이 말씀하실 때 시각자료가 풍부했으면 하는 바람이 있다. 특히 영상매체에 길들여진 세대에게는 말로써만 설명하는 것, 듣는 것이 좀 버겁게 느껴질 때가 많으니 말이다.
전반적으로 유익한 시간이었다."
수업을 살리는 꿀팁 레시피,30시간,2018.12.17,5점,"다양한 수업팁을 선택하는 절대 조건
언제 어디서든 상황에 맞게 변화시켜 운영할 수 있어야 하고 학생과 교사 모두가 목표달성으로 인한 뿌듯함이 있어야 한다.
평소에 나만의 다양한 방식을 실천하고 있으며 이번 연수를 통해 더할 수 있어 좋았다."
당장 따라 할 수 있는 사계절 학급운영+이벤트,15시간,2018.12.16,5점,"신규선생님들...고학년 처음 하시는 분들은 아마 수많은
학급 운영 책들을 뒤적이며 한숨쉬실거에요 저도 그랬구요 ㅠㅠ
거기엔 너무나훌륭한 이론적 지식을 바탕으로 엄청나게 세세한
지침을 다 실어놓으셨으니 솔직히 이대로 못할거 같다는
생각과 부담감에 한숨만 쉬게 되는데, 이연수는 진짜 ㅎㅎ
선배교사들이 꿀팁을 전달해 주듯 너무나 부담없이 어 이런거면
나도 바로 해볼수 있겠다! 라는 팁을 줍니다.
정말 좋아요 ㅎㅎㅎ 다시 들어보며 꿀팁들을 다 기록하고 싶은
강추 연수였습니다. 강사님들께 감사드려요 ^^"
온작품 읽기와 그림을 활용한 깊이 있는 수업,15시간,2018.12.16,4점,"연수에서 소개된 책들이 학교현장에서 모두 수업을 했던 책들이라
당장 사서 읽어보고 아이들과 수업해보고 싶은 좋은 연수였어요!
올해 부족한 점도 많았고 나름 학습성과도 있는 독서단원이었는데
이 연수를 통해 내년에는 더욱 알차고 재미있으며 아이들과 다양하게
학습할 수 있겠다는 아이디어를 많이 얻게 되었습니다.
너무 아쉬운 점은... 이건 제 욕심일 수 있으나 학습에서 나온 학습지를 주셨으면 요긴했을 것 같아요.(^^:; ) 열심히 받아적으며 학습했고 이미 독서단원은 끝났지만 당장 책을 사고 이번주부터 사회교과에 접목해서 수업해 보려고 합니다. 좋은 연수 많이 듣고 싶어요!"
당장 따라 할 수 있는 사계절 학급운영+이벤트,15시간,2018.12.14,2점,"추천대상에 '유치/초등/중등/교육전문직/일반' 다 써져있는데요
초응 교사만 보세요!! 중등 교사는 볼 필요가 없습니다
저처럼 돈낭비 하지 마시라고 솔직한 후기 남겨요 ^^"
당장 따라 할 수 있는 사계절 학급운영+이벤트,15시간,2018.12.14,5점,"일단 연수 내용이 쉽고 활용하기에 아주 좋습니다.
특별히 어려운 준비물이 없어서 활용이 쉽습니다.
학생들과 거리가 있다고 느끼시는 선생님께서는 시험 삼아 해 보셔도 좋은 듯 합니다.
중등보다는 초등에 더 필요한 연수라는 것이 조금 아쉽지만 좋은 연수라고 생각합니다."
당장 따라 할 수 있는 사계절 학급운영+이벤트,15시간,2018.12.14,4점,연수를 들으며 바로바로 학급 학생들에게 투입이 되고 장단점을 찾아 나만의 노하우로 수정하여 재시도 할 수 있는 강의입니다. 특히 강의 분량이 부담없는게 너무 만족스럽습니다
수업을 살리는 꿀팁 레시피,30시간,2018.12.14,5점,"학기말 6학점을 채우기 위해 부랴부랴 검색하다가 우연히 듣게 된 '수업을 살리는 꿀팁 레시피'는 기존의 온라인 연수에 대한 편견과 낮은 기대감을 한순간에 바꾸게 된 계기가 되었습니다.

평소 수업에 대한 관심이 많고, 어떻게 하면 학생들이 즐겁고 적극적으로 참여할 수 있는 수업을 할 수 있을지...그리고 교사의 부담을 최대한 덜 수 있는 수업 코칭에 대해 고민을 해왔던터라 그나마 이 강의를 선택하게 되었습니다.

처음에는 별기대감 없이 강의를 듣기 시작했는데,강사 선생님의 차분하면서도 열정적인 강의를 들으면서...그리고 교사의 입장에서 충분히 고려하고 적용할 수 있는 꿀팁들을 제시해 주셔서 서서히 솔깃해지기 시작했습니다. 특별히 직접 오프라인 연수를 영상으로 올려주셔서 마치 제가 그 연수 장소에 있는 듯한 느낌을 받았구요~ 실제감과 몰입감이 높았던 것 같습니다.

평소에 학생들에게 코넬식 노트 필기를 강조해왔는데, 교사인 저 스스로는 그러지 못해서 앞으로 코넬식 판서를 하면 좋겠다는 생각을 했구요. 허니콤보드를 사놓고도 적용을 많이 하지 않았는데, 붙임딱지를 사용한 수업, 사진을 활용한 수업을 보면서 도전을 받았습니다. 늘 학생들이 조용히 책만 읽었던 도서관 활용 수업을 교과 수업과 연관시켜보면 좋겠다는 아이디어도 얻었고, 재미없고 딱딱한 문제 풀이 수학 시간을 토의토론의 수학 시간과 지식나눔을 할 수 있는, 참여형 수학 수업이 가능하도록 개선해봐야겠다는 반성도 하게 되었습니다.

강사 선생님의 강의 속도가 좀 느린 듯 하여^^; 1.5배속으로 다시 들으며, 복습! 당장 제 수업 시간에 적용해보아서 뿌듯했습니다. 교사가 많은 수고와 준비를 하지 않고도 수업을 바꿀 수 있는, 수업을 살릴 수 있는 꿀팁들이 골고루 제시되어 저도 배움의 즐거움이 있었고, 당연히 저희반 아이들도 그 덕을 톡톡히 보지 않을까 기대합니다. 수업과 함께 모둠세우기와 프렌즈 미팅으로 학급 운영까지 덩달아 되는, 교사의 수업마인드를 전환시켜 주신 강사 선생님께 감사를 전합니다^^"
수업을 살리는 꿀팁 레시피,30시간,2018.12.12,5점,"수업을 살리는 꿀팁 레시피 연수를 들으면서 제 수업에 대해서 돌아볼 수 있는 기회가 되었습니다. 제 수업에 적용해보고 싶은 알찬 내용도 많았고, 저에게는 맞지 않지만 다른 선생님들에게는 좋을 수 있겠다 싶은 내용도 있었습니다. 이 연수에서 제가 적용해보고 싶은 활동들을 쏙쏙 빼서 내년에 적용해보고자 합니다. ^^"
"엑셀, 파워포인트 2013 기초부터 인포그래픽 활용까지!",30시간,2018.12.01,4점,"컴활 2급 자격을 20년 전에 딴 것 같은데, 지금 다시 하려니, 너무 어려웠어요. ㅠㅠ 제가 이해를 잘 못해서 그렇기도 하고, 학교 출퇴근 하면서 틈틈히 공부를 하려니, 나이도 있고 해서 그런가 참말로 힘들었어요.

다 못한 부분은 천천히 방학 때 복습을 해 보려고 합니다. 잘 아는 사람에겐 쉽지만, 저처럼 모르는 이에게는 도전이 욕심이었나 싶어요~
그래도 이런 연수가 있음에 감사드립니다."
당장 따라 할 수 있는 사계절 학급운영+이벤트,15시간,2018.11.28,5점,"경력 10년이 넘어서도 아직 학급운영 방법에 대한 확신을 갖지 못하고 있기에 올한해는 학급 운영에 대한 연수만을 여기저기 돌아다니며 듣고 있습니다. 올해 들었던 학급운영 관련 연수중에서 이 연수가 Best!입니다.

놀이나 이벤트에는 늘 취약했던 편이라 이 연수에 관심을 갖게 되었는데요, 이번 연수 들으며 지난 11년을 돌아보고 변화할 수 있는 터닝포인트가 되었습니다.

지금은 연수가 모두 끝나고 한번 더 들으려고 로그인해서 복습을 하고 있습니다. 3월 만남부터 2월 헤어짐까지 내 아이들을 어떻게 지도하고 대해야 할지 좋은 가이드가 되어준 연수였습니다.

신규나 저경력인 선생님깨 추천할만한 훌륭한 연수이지만
저 개인적으로는 저처럼 경력이 적지 않아도 학급경영을 좀 더 연구하고 싶은 선생님께 추천드리는 연수입니다.

특히 다음과 같은 선생님께는 더더욱 강추합니다.
1. 마의 3월 한달을 어떻게 시작해야 할지 고민인 선생님
2. 바른 자세, 줄서는 연습 등 기본학습태도 지도에 관심 있으신 선생님
3. 학생들과 함께 하는 학급 규칙 운영에 관심있으신 선생님
4. 보다 즐거운 학급경영의 방법을 알아보고 싶은 선생님"
